frame_index,frame_name,track_id,kpt_5_x,kpt_5_y,kpt_6_x,kpt_6_y,kpt_7_x,kpt_7_y,kpt_8_x,kpt_8_y,kpt_9_x,kpt_9_y,kpt_10_x,kpt_10_y,kpt_11_x,kpt_11_y,kpt_12_x,kpt_12_y,kpt_13_x,kpt_13_y,kpt_14_x,kpt_14_y,kpt_15_x,kpt_15_y,kpt_16_x,kpt_16_y
1,0002.jpg,1,474.3816223144531,347.7939758300781,471.2945251464844,349.711669921875,491.30279541015625,361.1198425292969,484.8326721191406,367.3094177246094,515.677001953125,368.7253723144531,506.6380004882813,373.013916015625,478.89556884765625,390.181640625,476.8960876464844,392.7804565429687,498.7882080078125,415.33740234375,496.98931884765625,417.4835510253906,491.6014099121094,447.0421447753906,486.6736755371094,450.6589965820313
2,0003.jpg,1,477.1427917480469,347.6841735839844,470.4655456542969,350.82611083984375,495.94097900390625,358.1030578613281,482.5431823730469,368.9273376464844,521.2378540039062,361.5584411621094,502.9338989257813,374.6648559570313,483.2261657714844,390.1568298339844,478.30615234375,393.2916564941406,503.2176513671875,416.34332275390625,494.44091796875,419.1154479980469,497.42877197265625,447.6468200683594,482.06060791015625,452.10394287109375
3,0004.jpg,1,478.2068481445313,345.6730041503906,472.2103271484375,350.69195556640625,499.5683288574219,354.7320251464844,481.0208740234375,369.408935546875,520.13330078125,358.02349853515625,490.8424072265625,378.378662109375,484.7070617675781,386.59075927734375,481.21771240234375,390.11865234375,500.7351379394531,412.925537109375,497.8712768554687,415.9473571777344,493.8102416992187,445.5494384765625,489.46685791015625,450.556884765625
5,0006.jpg,1,481.17864990234375,342.56402587890625,468.9552307128906,352.66839599609375,509.4419860839844,337.718505859375,475.0254211425781,371.46728515625,532.0116577148438,326.15093994140625,481.2455139160156,384.7702026367187,486.8809509277344,386.2947998046875,479.2575073242187,392.2464599609375,506.6466674804687,411.6365051269531,497.9451904296875,416.9088134765625,495.8932495117187,443.9933166503906,484.6936645507813,452.9853820800781
6,0007.jpg,1,483.7969970703125,343.31781005859375,467.3887634277344,354.3908386230469,511.6893615722656,333.44256591796875,474.6877136230469,368.32183837890625,530.633056640625,320.72418212890625,483.2943420410156,378.5275268554687,491.5824279785156,387.0191955566406,480.1967468261719,393.4227294921875,511.186279296875,413.4766540527344,492.876220703125,419.1872863769531,501.8932189941406,444.89593505859375,478.1791076660156,454.3735656738281
9,0010.jpg,1,488.7847595214844,346.62493896484375,474.5173950195313,356.1277160644531,509.4056396484375,325.7428283691406,481.5003662109375,354.4444580078125,521.3036499023438,303.5732116699219,488.90423583984375,347.7584533691406,498.7734375,386.1051635742187,488.3703002929687,391.2332153320313,508.0701293945313,413.6320190429687,494.0370788574219,418.19342041015625,499.852783203125,440.5491027832031,480.98046875,447.6166687011719
10,0011.jpg,1,487.2658996582031,348.78125,480.6235656738281,355.5011901855469,508.577392578125,322.4655456542969,494.4706115722656,340.4806823730469,517.7312622070312,300.735107421875,501.7332153320313,322.44354248046875,498.7557678222656,387.1534729003906,493.4751281738281,391.2135620117187,509.1360473632813,411.05621337890625,503.3705139160156,414.4744567871094,496.6642761230469,440.5745849609375,487.0778503417969,445.5750122070313
11,0012.jpg,1,488.71929931640625,347.7970275878906,487.9705505371094,354.8310241699219,505.423583984375,323.3519287109375,502.2192687988281,337.7446594238281,503.5966796875,292.76318359375,511.92327880859375,302.0723876953125,496.9537048339844,385.09088134765625,495.9757080078125,387.763671875,506.7270202636719,420.0813903808594,506.1597900390625,423.345947265625,482.00872802734375,448.12554931640625,478.5779418945313,450.9549255371094
12,0013.jpg,1,495.4113159179687,351.8619689941406,488.7452087402344,354.6994323730469,504.6480712890625,330.189697265625,497.7738952636719,336.68682861328125,510.867919921875,296.03607177734375,507.1583862304687,300.77166748046875,509.4372253417969,387.25677490234375,503.6206970214844,389.02783203125,512.0088500976562,416.8623962402344,505.4624328613281,418.0876770019531,497.92425537109375,443.5824279785156,486.1521606445313,444.5090026855469
13,0014.jpg,1,502.3063659667969,355.1068420410156,488.1548156738281,357.86749267578125,508.8577575683594,370.0414123535156,492.5094909667969,375.7718200683594,510.4692687988281,374.6343994140625,495.9813537597656,378.9558410644531,513.2685546875,392.6855773925781,502.3250427246094,393.7731323242187,512.9769897460938,420.4378356933594,495.5960388183594,421.4632263183594,507.7221374511719,443.39007568359375,482.32513427734375,443.8236083984375
